20120501;3;6;5;42600;852;41748;12942;7490;12675;8641;60;F5
20120601;2;10;1;6996;420;6576;2104;1655;2012;805;33;F6
20120701;2;1;3;50778;1016;49762;16919;8539;14122;10182;93;F7
20120801;1;7;6;25454;2545;22909;8705;5682;6534;1988;89;F8
20120901;3;8;8;35061;6662;28399;9372;7421;10275;1331;93;F9
20121001;2;9;2;43610;3053;40557;14195;7645;14763;3954;70;F10
20121101;1;8;8;34046;4426;29620;7997;8001;10812;2810;58;F11
20121201;5;8;4;12900;2064;10836;3901;2150;4092;693;75;F12
20130101;3;10;8;35757;9297;26460;7673;6951;10521;1315;87;F13
20130201;2;7;10;45448;4999;40449;13753;10144;14149;2403;76;F14
20130301;4;10;4;8750;2100;6650;1796;1505;2573;776;50;F15
20130401;5;4;6;22840;6624;16216;6162;3720;5228;1106;40;F16
20130501;1;1;6;39809;5573;34236;13010;7005;11250;2971;77;F17
20130601;1;9;3;39355;8658;30697;6139;9578;11051;3929;85;F18
20130701;4;8;1;17856;893;16963;5767;3695;4926;2575;31;F19
20130801;1;9;3;49306;3451;45855;17425;9666;13078;5686;89;F20
20130901;3;3;1;33150;8288;24862;5221;5499;8446;5696;50;F21
20131001;3;2;1;11736;2112;9624;2214;2594;4372;444;72;F22
20131101;3;9;8;38399;3456;34943;10832;8680;12056;3375;47;F23
20131201;1;10;2;30143;7837;22306;5577;6692;10037;0;43;F24
20120101;5;6;2;28993;1740;27253;8448;7334;10719;752;79;F1
20120201;1;9;7;8046;563;7483;2544;1284;1976;1679;54;F2
20120301;3;7;6;42630;11084;31546;9779;6095;10666;5006;87;F3
20120401;1;7;9;10388;1870;8518;2385;1901;2883;1349;53;F4
20120501;5;3;10;23569;6599;16970;3564;5094;5362;2950;49;F5
20120601;4;10;5;39680;7539;32141;10285;5683;12239;3934;64;F6
20120701;2;7;6;48173;963;47210;17940;8196;13757;7317;67;F7
20120801;1;4;7;33995;5779;28216;9593;4656;9125;4842;65;F8
20120901;2;9;1;48216;3375;44841;15246;10358;14798;4439;98;F9
20121001;4;9;1;18105;4888;13217;3040;2646;5292;2239;51;F10
20121101;2;2;7;29185;1751;27434;9053;5514;7352;5515;65;F11
20121201;3;3;5;17255;4831;12424;3727;3479;4609;609;85;F12
20130101;2;6;1;43165;2158;41007;9842;10908;17452;2805;89;F13
20130201;3;9;3;46342;927;45415;9083;13080;17076;6176;58;F14
20130301;2;5;9;57240;17172;40068;12421;8847;11059;7741;72;F15
20130401;3;9;4;17918;2688;15230;3198;4692;5775;1565;62;F16
20130501;1;10;5;9408;847;8561;3168;1618;3128;647;49;F17
20130601;4;8;5;23446;3048;20398;5507;4914;7892;2085;38;F18
20130701;3;9;1;23736;6171;17565;3689;4440;6383;3053;86;F19
20130801;4;9;7;40494;7694;32800;10168;7921;11090;3621;51;F20
20130901;4;1;8;18163;545;17618;5638;3834;7068;1078;41;F21
20131001;3;8;2;22222;444;21778;8276;5401;7426;675;82;F22
20131101;1;1;10;43180;10795;32385;10039;7821;11396;3129;68;F23
20131201;5;2;7;13680;3420;10260;3899;2036;2672;1653;90;F24
20120101;2;5;9;27600;2760;24840;6955;5187;7154;5544;69;F1
20120201;1;4;9;32700;2289;30411;10948;7201;9926;2336;75;F2
20120301;2;2;6;64390;18029;46361;10199;11572;20974;3616;94;F3
20120401;3;8;1;46860;1874;44986;13496;8817;17634;5039;66;F4
20120501;1;9;4;5952;1607;4345;1043;958;1717;627;31;F5
20120601;2;5;8;40740;12222;28518;7415;7597;10763;2743;84;F6
20120701;3;7;6;47175;8492;38683;9671;10734;17407;871;75;F7
20120801;1;3;10;9798;2058;7740;2090;1639;3390;621;46;F8
20120901;3;3;8;10564;1479;9085;1999;2126;3685;1275;76;F9
20121001;3;3;8;19788;4551;15237;5790;2551;5290;1606;51;F10
20121101;4;9;2;16933;1693;15240;3353;2972;5230;3685;59;F11
20121201;5;4;7;12629;1010;11619;2905;2614;3660;2440;73;F12
20130101;5;8;3;46292;11573;34719;12499;7555;13332;1333;71;F13
20130201;2;4;5;22320;2232;20088;4620;5723;7889;1856;48;F14
20130301;2;5;8;38403;8833;29570;10645;6624;8327;3974;51;F15
20130401;3;7;9;25545;3576;21969;8348;5312;6538;1771;65;F16
20130501;4;1;3;9106;2185;6921;2630;1673;1802;816;58;F17
20130601;2;3;8;53550;1607;51943;16102;8960;20788;6093;70;F18
20130701;1;4;2;17286;4667;12619;4164;2537;4228;1690;67;F19
20130801;3;10;10;29484;3243;26241;6823;5049;10292;4077;36;F20
20130901;3;8;3;37754;5286;32468;8442;7208;12494;4324;86;F21
20131001;2;6;7;53976;6477;47499;15675;8274;14321;9229;78;F22
20131101;2;4;6;28120;5624;22496;6074;5912;8539;1971;38;F23
20131201;3;4;6;41080;9038;32042;8331;7350;13041;3320;65;F24
20120101;3;9;5;16320;979;15341;4756;4128;4975;1482;64;F1
20120201;5;4;5;24780;5947;18833;6403;3108;6961;2361;84;F2
20120301;4;1;7;12839;770;12069;3379;3042;5127;521;37;F3
20120401;2;10;2;9500;2565;6935;2497;1198;2263;977;50;F4
20120501;1;5;2;8904;1603;7301;2117;1296;2229;1659;42;F5
20120601;4;2;10;13135;1708;11427;4114;2633;3291;1389;71;F6
20120701;3;3;5;10840;2710;8130;2439;2276;2902;513;40;F7
20120801;2;10;5;10108;2224;7884;1656;2242;3363;623;76;F8
20120901;5;9;7;10318;310;10008;2602;2592;4370;444;67;F9
20121001;5;1;3;15456;1855;13601;3536;3623;4529;1913;42;F10
20121101;2;1;3;48681;12170;36511;13874;7923;9960;4754;81;F11
20121201;4;7;2;52910;14286;38624;13518;10042;13055;2009;65;F12
20130101;2;6;9;17610;5107;12503;3251;3053;3886;2313;30;F13
20130201;4;9;8;56490;13558;42932;9016;13227;19671;1018;70;F14
20130301;1;2;8;12480;2496;9984;2097;2839;4180;868;52;F15
20130401;5;7;10;7552;1284;6268;2131;1324;1738;1075;32;F16
20130501;4;2;6;33012;660;32352;9059;6988;13976;2329;42;F17
20130601;2;8;2;28424;6822;21602;5833;4100;6781;4888;88;F18
20130701;3;8;2;44516;4897;39619;9509;8732;18066;3312;62;F19
20130801;4;2;4;19000;4750;14250;3135;3112;6558;1445;76;F20
20130901;2;9;4;15407;2157;13250;4770;2883;3392;2205;71;F21
20131001;1;7;1;75780;2273;73507;20582;18524;22229;12172;90;F22
20131101;1;7;3;31200;5928;25272;7329;4665;10766;2512;65;F23
20131201;4;5;2;68264;13653;54611;19660;13281;17825;3845;92;F24
20120101;4;2;3;52976;4238;48738;16084;8164;14368;10122;77;F1
20120201;4;4;8;62834;16337;46497;9764;14693;19836;2204;89;F2
20120301;1;7;8;54648;8744;45904;15607;10907;13331;6059;92;F3
20120401;4;4;10;22360;6037;16323;4570;2938;4819;3996;65;F4
20120501;5;7;5;25550;6899;18651;6155;3749;6373;2374;73;F5
20120601;1;3;7;30360;8197;22163;5319;4548;6906;5390;69;F6
20120701;1;5;5;41654;3332;38322;8048;12110;18164;0;59;F7
20120801;1;7;2;9384;1314;8070;1856;1802;2796;1616;68;F8
20120901;3;7;4;44946;6742;38204;11461;7221;12569;6953;66;F9
20121001;1;7;9;63973;15993;47980;12475;9941;19173;6391;91;F10
20121101;3;2;8;6313;694;5619;1236;1183;2148;1052;59;F11
20121201;1;3;6;13202;3829;9373;3374;2160;3119;720;41;F12
20130101;2;8;2;27720;8039;19681;5707;5590;6568;1816;72;F13
20130201;5;2;7;9849;2462;7387;2659;1749;2553;426;49;F14
20130301;3;1;9;11640;1397;10243;2458;2413;3348;2024;40;F15
20130401;4;1;8;37765;3777;33988;10876;7627;13636;1849;83;F16
20130501;1;5;3;22074;2207;19867;7351;3504;5507;3505;39;F17
20130601;4;4;2;19573;5480;14093;5073;2255;4871;1894;37;F18
20130701;4;3;4;6519;1239;5280;1954;1330;1929;67;41;F19
20130801;1;8;9;25368;3805;21563;7116;5490;7801;1156;84;F20
20130901;1;3;4;43365;4770;38595;10035;10282;14280;3998;59;F21
20131001;3;9;10;16368;1473;14895;5064;2556;5899;1376;33;F22
20131101;2;2;8;23885;5971;17914;3762;3821;7076;3255;85;F23
20131201;1;7;4;20097;5627;14470;3183;2935;5644;2708;33;F24
20120101;4;5;1;17821;2673;15148;5453;2715;5138;1842;71;F1
20120201;4;9;10;32400;972;31428;10057;5984;10899;4488;81;F2
20120301;3;10;5;42224;8445;33779;11147;8148;9505;4979;56;F3
20120401;4;10;10;12903;2452;10451;2717;2630;4486;618;69;F4
20120501;1;6;8;17745;2129;15616;3904;4568;5973;1171;91;F5
20120601;1;3;5;35600;8188;27412;7401;7604;10406;2001;89;F6
20120701;3;3;4;16289;3258;13031;4821;2299;4844;1067;91;F7
20120801;3;5;10;44530;5789;38741;14722;8407;12250;3362;73;F8
20120901;5;6;9;49800;9462;40338;10085;10286;15429;4538;75;F9
20121001;5;8;2;14950;598;14352;3444;3927;5345;1636;50;F10
20121101;4;7;10;42993;8169;34824;12885;5704;11628;4607;51;F11
20121201;1;10;3;20496;3689;16807;6387;2709;5731;1980;42;F12
20130101;3;7;4;29040;1742;27298;6279;5465;8618;6936;44;F13
20130201;1;8;5;15510;3567;11943;3105;2828;4861;1149;66;F14
20130301;2;4;6;30003;7201;22802;7069;5349;9282;1102;73;F15
20130401;2;1;4;13550;271;13279;4648;2935;4057;1639;50;F16
20130501;3;7;10;30104;1505;28599;6864;8477;10215;3043;71;F17
20130601;1;4;8;8645;1643;7002;1821;2072;2694;415;35;F18
20130701;5;1;2;10374;1141;9233;1847;2511;3988;887;78;F19
20130801;5;8;9;42983;3009;39974;11193;8059;12951;7771;53;F20
20130901;4;3;1;21854;2185;19669;6491;5139;7643;396;49;F21
20131001;3;2;6;63448;3807;59641;14910;13867;24602;6262;77;F22
20131101;5;5;6;24888;5226;19662;5702;4188;7259;2513;34;F23
20131201;1;5;6;23322;3498;19824;5154;3668;6602;4400;39;F24
20120101;4;5;9;71540;20031;51509;10817;10580;22788;7324;98;F1
20120201;3;6;7;19716;2366;17350;5379;3112;5507;3352;62;F2
20120301;1;7;3;24200;4114;20086;6628;3365;8075;2018;100;F3
20120401;4;10;2;5180;207;4973;1144;1340;1608;881;35;F4
20120501;5;2;8;19110;5733;13377;4949;2528;4130;1770;91;F5
20120601;4;7;8;23664;5443;18221;5831;4956;6071;1363;51;F6
20120701;1;5;3;54290;13573;40717;15065;9491;10774;5387;89;F7
20120801;3;9;3;32300;4522;27778;6945;6667;9792;4374;68;F8
20120901;5;6;10;34020;10206;23814;7620;5506;8421;2267;84;F9
20121001;1;4;4;41602;12065;29537;6794;9097;12736;910;62;F10
20121101;1;5;6;23751;5225;18526;4817;5347;6443;1919;87;F11
20121201;4;8;1;50252;14573;35679;12488;6493;10668;6030;68;F12
20130101;1;4;4;7003;560;6443;1740;1411;2399;893;47;F13
20130201;4;9;8;21216;1485;19731;6709;4167;5339;3516;52;F14
20130301;1;3;7;63262;5694;57568;17846;13505;18669;7548;94;F15
20130401;1;7;4;56960;9114;47846;15789;10579;16670;4808;89;F16
20130501;4;6;2;28424;853;27571;10201;6948;8338;2084;34;F17
20130601;4;10;3;54756;7118;47638;15244;8746;19436;4212;78;F18
20130701;3;2;4;38080;9901;28179;8172;6802;10604;2601;85;F19
20130801;3;6;10;25784;2063;23721;4981;6184;9932;2624;44;F20
20130901;1;9;5;37260;10433;26827;6170;6197;8883;5577;69;F21
20131001;1;10;4;60536;16950;43586;15255;8499;15299;4533;94;F22
20131101;4;8;1;30832;7400;23432;8201;3960;7006;4265;82;F23
20131201;1;8;9;55941;6713;49228;16245;10555;19130;3298;87;F24
20120101;3;1;6;13794;552;13242;3973;3151;4913;1205;33;F1
20120201;5;3;2;30324;4852;25472;5349;5031;10866;4226;38;F2
20120301;4;6;7;25854;5171;20683;4757;4459;6370;5097;62;F3
20120401;4;10;6;9130;1643;7487;2471;1404;2307;1305;83;F4
20120501;2;1;3;16137;4841;11296;3841;2386;4249;820;99;F5
20120601;5;1;5;34454;2412;32042;7049;7498;10247;7248;46;F6
20120701;4;8;10;25800;6708;19092;5919;4611;7640;922;40;F7
20120801;1;7;8;14904;2832;12072;4587;2620;4192;673;46;F8
20120901;5;10;2;22692;1815;20877;7098;5374;8267;138;62;F9
20121001;5;4;8;25234;4290;20944;5655;4587;6268;4434;62;F10
20121101;2;1;6;57545;9783;47762;17194;11310;16201;3057;85;F11
20121201;3;10;5;48470;14056;34414;9980;8552;13927;1955;74;F12
20130101;4;6;3;15400;2464;12936;3881;3622;4890;543;55;F13
20130201;4;7;3;70952;7805;63147;17681;11367;19096;15003;98;F14
20130301;1;5;5;72105;12258;59847;22143;13950;16213;7541;95;F15
20130401;3;6;10;66025;5942;60083;16222;11842;19299;12720;95;F16
20130501;4;3;1;16102;2415;13687;3559;2735;4254;3139;97;F17
20130601;4;6;5;25705;7197;18508;7033;4246;4934;2295;53;F18
20130701;1;7;4;23214;464;22750;6143;6643;8470;1494;73;F19
20130801;4;6;9;13792;552;13240;5031;2216;3366;2627;32;F20
20130901;3;10;7;14186;709;13477;3504;2892;5685;1396;41;F21
20131001;2;4;1;49210;13779;35431;9566;9053;14226;2586;70;F22
20131101;5;3;3;36366;2546;33820;11161;9064;11330;2265;57;F23
20131201;5;3;4;37647;1506;36141;11927;8717;10412;5085;47;F24
20120101;4;2;7;9700;388;9312;2142;2653;3442;1075;97;F1
20120201;4;10;5;27671;5257;22414;8293;5507;7343;1271;59;F2
20120301;5;4;5;23630;2127;21503;4301;4473;9289;3440;85;F3
20120401;5;5;7;26068;2607;23461;7508;5105;9093;1755;38;F4
20120501;1;2;9;69285;2771;66514;13968;19442;24171;8933;93;F5
20120601;5;2;1;10108;2830;7278;2547;1845;2649;237;76;F6
20120701;4;7;2;31140;5294;25846;7495;6790;7340;4221;90;F7
20120801;3;2;1;32417;9725;22692;4538;5446;10892;1816;77;F8
20120901;1;9;6;49900;10479;39421;10249;11669;15753;1750;100;F9
20121001;4;1;4;49595;11407;38188;7638;9471;15275;5804;65;F10
20121101;1;8;5;19440;4666;14774;3989;3775;4745;2265;45;F11
20121201;1;10;6;10508;210;10298;3604;1874;3682;1138;71;F12
20130101;1;7;2;9632;1156;8476;2543;1839;2551;1543;43;F13
20130201;4;6;2;34860;1743;33117;11591;6673;11624;3229;70;F14
20130301;1;10;10;12905;903;12002;2640;2621;3932;2809;89;F15
20130401;4;8;8;31878;3188;28690;9181;7609;10145;1755;77;F16
20130501;4;6;3;11835;1657;10178;2341;2821;3997;1019;45;F17
20130601;5;1;10;63270;18348;44922;16621;9905;11886;6510;95;F18
20130701;3;8;4;9080;1180;7900;1975;1600;3496;829;40;F19
20130801;3;10;7;53131;11689;41442;14919;7957;13527;5039;67;F20
20130901;3;2;3;42880;12864;30016;8705;7033;9377;4901;80;F21
20131001;2;7;2;42514;2551;39963;9991;11689;12888;5395;58;F22
20131101;1;3;1;45144;903;44241;13272;9910;16104;4955;76;F23
20131201;2;1;9;28884;4333;24551;6383;5632;7449;5087;87;F24
20120101;1;6;9;39180;1959;37221;10422;9380;12060;5359;60;F1
20120201;1;5;7;22505;1125;21380;4276;6328;8381;2395;35;F2
20120301;3;2;6;26588;5318;21270;4467;6049;8738;2016;34;F3
20120401;1;9;9;61600;9856;51744;16558;8797;18649;7740;100;F4
20120501;1;7;10;51267;1025;50242;13565;11370;19806;5501;69;F5
20120601;5;9;7;32804;6561;26243;8923;4850;9526;2944;59;F6
20120701;1;9;8;7656;153;7503;2251;1996;2784;472;33;F7
20120801;1;8;8;40950;6552;34398;8943;10182;13491;1782;78;F8
20120901;5;5;2;75636;6051;69585;16700;17981;23798;11106;99;F9
20121001;3;1;4;14849;1930;12919;3230;2519;5038;2132;31;F10
20121101;3;5;1;27300;1638;25662;6672;5127;7596;6267;84;F11
20121201;5;5;1;45984;10116;35868;10402;7385;11969;6112;96;F12
20130101;3;1;9;36144;9759;26385;7124;5393;9245;4623;48;F13
20130201;1;7;3;40320;8064;32256;7419;6458;14654;3725;63;F14
20130301;3;5;6;10502;2205;8297;2904;1510;2912;971;89;F15
20130401;5;9;6;35485;3194;32291;10010;8467;9358;4456;47;F16
20130501;2;7;10;20482;410;20072;4817;5034;7475;2746;77;F17
20130601;1;9;5;21777;2613;19164;5558;4762;6531;2313;51;F18
20130701;1;9;8;22725;2954;19771;4943;4152;7266;3410;75;F19
20130801;1;7;7;44454;6668;37786;13225;7368;10807;6386;62;F20
20130901;4;7;2;5206;1093;4113;1522;881;1036;674;38;F21
20131001;1;5;7;75960;9875;66085;13217;19032;28549;5287;90;F22
20131101;5;9;5;19550;5083;14467;4485;3394;5091;1497;85;F23
20131201;5;7;4;27630;6355;21275;7021;5274;7127;1853;45;F24
20120101;1;4;5;56079;14020;42059;13459;10010;14872;3718;67;F1
20120201;3;4;4;13731;3982;9749;2437;2925;3656;731;69;F2
20120301;4;7;10;63984;7038;56946;11959;12596;21144;11247;93;F3
20120401;2;7;1;5332;800;4532;1677;1028;1399;428;31;F4
20120501;5;9;3;66780;12020;54760;13142;13318;19144;9156;90;F5
20120601;5;3;9;16933;3217;13716;4663;2897;4979;1177;59;F6
20120701;3;1;9;18975;1328;17647;5824;4729;6739;355;55;F7
20120801;4;7;3;12168;3042;9126;2555;2234;2760;1577;39;F8
20120901;2;5;4;21093;3375;17718;6024;2924;5496;3274;79;F9
20121001;5;2;1;8544;1025;7519;1579;1841;2673;1426;48;F10
20121101;2;4;1;29624;2370;27254;6814;6745;9607;4088;46;F11
20121201;1;10;10;39960;1998;37962;9491;11388;14520;2563;90;F12
20130101;4;3;5;52992;3709;49283;12814;13129;21881;1459;72;F13
20130201;4;2;2;54404;4896;49508;14852;10397;19061;5198;67;F14
20130301;4;1;7;16380;4586;11794;4010;2413;3347;2024;70;F15
20130401;2;8;10;29812;6857;22955;7116;4752;8711;2376;58;F16
20130501;4;10;10;13416;2415;11001;3850;2860;4291;0;78;F17
20130601;1;10;2;60372;3019;57353;21794;10312;14935;10312;78;F18
20130701;1;6;1;55783;11714;44069;9695;9968;13750;10656;91;F19
20130801;3;6;3;21424;5356;16068;4660;3422;6160;1826;52;F20
20130901;1;8;5;75400;21866;53534;20343;8962;17259;6970;100;F21
20120101;1;4;8;54116;10823;43293;13854;7654;13836;7949;83;F1
20120201;4;3;4;25925;7778;18147;5989;4620;6930;608;61;F2
20120301;1;7;7;32398;8747;23651;7805;3962;6814;5070;97;F3
20120401;2;7;6;16974;679;16295;4237;4703;6270;1085;41;F4
20120501;4;6;3;7735;1392;6343;2347;1119;1718;1159;35;F5
20120601;1;6;6;42140;2107;40033;13211;9924;13947;2951;98;F6
20120701;4;4;7;32994;4619;28375;7094;6597;8938;5746;47;F7
20120801;2;1;5;31428;6914;24514;6129;7354;9009;2022;54;F8
20120901;3;9;6;18382;4963;13419;4831;2748;4466;1374;91;F9
20121001;2;7;5;53382;4804;48578;13602;9094;20986;4896;82;F10
20121101;2;2;3;21840;3494;18346;5687;4557;7216;886;40;F11
20121201;3;1;9;23694;5687;18007;4682;3998;7329;1998;33;F12
20130101;1;10;4;36384;4002;32382;6476;9585;13212;3109;96;F13
20130201;2;3;1;53262;1598;51664;17566;11252;15344;7502;66;F14
20130301;1;4;6;31350;6584;24766;8173;6305;8960;1328;57;F15
20130401;5;6;3;6006;180;5826;1631;1175;2391;629;33;F16
20130501;5;1;7;32818;3282;29536;5907;6144;12051;5434;61;F17
20130601;4;10;1;14455;723;13732;3433;3296;5870;1133;49;F18
20130701;5;7;4;6549;1244;5305;1751;1031;1635;888;37;F19
20130801;4;6;4;37260;2608;34652;6930;9980;14693;3049;90;F20
20130901;3;10;3;41553;12050;29503;6786;6815;10677;5225;57;F21
20131001;1;5;4;13815;1382;12433;3233;2944;5428;828;45;F22
20131101;1;5;9;38784;4654;34130;12287;5679;12669;3495;64;F23
20131201;2;6;5;34112;9892;24220;6782;5231;7673;4534;41;F24
20120101;1;1;9;18205;1092;17113;5818;3840;6664;791;55;F1
20120201;1;3;7;8400;1176;7224;1950;1846;2162;1266;70;F2
20120301;4;9;7;37479;5997;31482;10704;7065;11843;1870;93;F3
20120401;5;5;2;25788;4900;20888;4386;4951;7426;4125;84;F4
20120501;1;1;2;67554;12835;54719;16963;13970;17745;6041;81;F5
20120601;4;1;9;49373;11356;38017;12546;8660;14773;2038;97;F6
20120701;1;8;6;37917;11375;26542;6636;6967;11944;995;99;F7
20120801;4;2;2;22389;6493;15896;3815;3624;7128;1329;51;F8
20120901;3;7;1;34650;7623;27027;7568;6032;9146;4281;63;F9
20121001;1;2;10;53504;1605;51899;17646;11989;16099;6165;76;F10
20121101;5;3;7;37485;4498;32987;10556;6281;12337;3813;49;F11
